order,type,name,label::english,label::somali,required,relevant,appearance,constraint,constraint_message,choice_filter,calculation,media::image::english,media::image::somali,hint:english,hint:somali
423,select_one yes_no,own_livestock,Do you own livestock?,Xoolo maleedahay?,TRUE,,,,,,,,,,
424,select_one lost_percent,lost_livestock,Have you suffered a loss in herd size in the past 3 months/90 days?,Ma is dhimeen tirada xoolaha 3dii bilood ee lasoo dhaafay?,TRUE,"selected(${own_livestock},'yes')",,,,,,,,,
425,select_one yes_no,land_cultivation,Do you own or rent land for cultivation?,Ma leedahay dhul aad beeratid mise waad kiraystaa?,TRUE,,,,,,,,,,
426,select_one lost_percent,lost_land_cultivation,Have you suffered a loss in access to cultivable land in the past 3 months/90 days?,Ma ku dhibtay waayitaanka dhul aad beeratid 3dii bilood ee la soo dhaafay?,TRUE,"selected(${land_cultivation},'yes')",,,,,,,,,
427,select_one y_n_dk,access_saving,"Are you able to access financial services, savings or access to loans?",Ma awoodaa inaad hesho adeegyada dhaqaale keydinta ama qaadashada deynta?,TRUE,,,,,,,,,,
428,select_one y_n_dk,fore_grain,Do you believe that you will have sufficient grain to plant for the next planting season?,Ma aaminsan tahay in aad heli doonto miro labeerto oo kugu filan si aad u beerato xilli beereedka soo socda?,TRUE,"selected(${land_cultivation},'yes')",,,,,,,,,
429,select_one y_n_dk,fore_livestock,Do you believe that you will have enough baby animals/calves from your livestock to survive to next year?,Ma aaminsantahay in aad helayso maqal/nirgo kugu filan xoolahaaga si aad ugu noolaato sanadka soo socda?,TRUE,"selected(${own_livestock},'yes')",,,,,,,,,
430,select_one y_n_dk,fore_saving,Do you believe that you will have sufficient financial savings or support from remittances for next year?,Ma aaminsantahay inaad haysato kayd dhaqaale kugu filan ama lacago laguu soodirayo sanadka soosocda?,TRUE,,,,,,,,,,
431,end_group,,,,,,,,,,,,,,
432,begin_group,coping,Coping Mechanisms,Hababka la qabsashada,,"selected(${consensus},'yes')",,,,,,,,,
433,select_multiple neg_coping_water,coping_water,"In the past 30 days, what did you do if you did not have enough water?","maxaa samaysay 30kii maalmood ee lasoo dhaafay, hadii aadan helin biyo kugu filan?",TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
434,select_multiple neg_coping_sanitation,coping_sanitation,"In the past 30 days, what did you do if you could not access sanitation facilities?",maxaa samaysay hadii aadan helin musqulo 30kii maalmood ee lasoo dhaafay?,TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
435,select_multiple neg_coping_hygiene,coping_hygiene,"In the past 30 days, what did you do if you did not have access to soap or hygienic menstrual materials?",30kii maalmood ee lasoo dhaafay maxaad samayseen hadii aydan helin saabuun ama qalabka nadaafada ee haweenka?,TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
436,select_multiple neg_coping_food,coping_food,"In the past 30 days, what did you do if you did not have enough food?","30kii maalmood ee la soo dhaafay, maxaad samayseen haddii aadan haysan cunto idin ku filan?",TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
437,select_multiple neg_coping_shelter,coping_shelter,"In the past 30 days, what did you do if you did not have shelter?",30kii maalmood ee lasoo dhaafay maxaad samayseen hadii aydaan helin hoy?,TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
438,select_multiple neg_coping_nfi,coping_nfi,"In the past 30 days, what did you do if you did not have basic non-food items?",30kii maalmood ee lasoo dhaafay maxaad samayseen hadii aadan helin waxyaabaha asaasiga ah ee aan cuntada ahayn (macuunta) ?,TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
439,select_multiple neg_coping_education,coping_education,"In the past 30 days, what did you do if you could not access educational facilities?","30kii maalmood ee la soo dhaafay, maxaad samayseen haddii aydan heli karin goobaha waxbarashada?",TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
440,select_multiple neg_coping_health,coping_health,"In the past 30 days, what did you do if you could not access healthcare facilities?","30kii maalmood ee la soo dhaafay, maxaad samayseen haddii aadan heli karin xarumaha caafimaadka?",TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
441,select_multiple neg_coping_general,coping_general,In the past 30 days what did you do if you did not have enough resources or access to basic services?,"30kii maalmood ee lasoo dhaafay, maxaa samysay hadii aadan haysan wax idin kufilan ama aadan awoodin isticmaalka adeegyada asaasiga ah?",TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select 'none' and any other option,,,,,,
442,end_group,,,,,,,,,,,,,,
443,begin_group,aap,Accountability to Affected Populations,xisabtanka ay sameeyeen bulshada dhibaataysan ,,"selected(${consensus},'yes')",,,,,,,,,
444,select_one y_n_dk,aap_contact,Has your household been contacted by humanitarian workers regarding the type of aid you would like to receive in the past 3 months/90 days?,"qoyskiinu ma lagala soo xiriiray hayadaha bini aadamnimada ka shaqeeya, si aad u hesho nooca gargaarka ee aad u bahantahay 3dii bilood ee lasoo dhafay ?",TRUE,,,,,,,,,,
446,select_one y_n_dk,aap_grievance,Are you aware of any procedures or mechanisms to make complaints or provide feed-back regarding any humanitarian assistance?,ma ogtahay nidaam iyo hab raac cabashadaada aad ku gudbiso ama faalo ugu bixiso waxyaabaha khuseeya cawimaada bini aadanimada?  ,TRUE,,,,,,,,,,
451,select_one y_n_dk,aap_neg_outcome,"Do you feel that humanitarian assistance has led to negative outcomes in your community (for e.g. unequal distribution, disputes, violence or conflict, insecurity etc.)","Ma  dareemaysaa in hayadaha bini,adamnimadu u horseed deen bulshadada najiido la, aan ( tule. Sinan la,aanta wax qaybinta, khilaafadka, rabshada, isku dhaca iyo aman la, aanta?",TRUE,,,,,,,,,,
456,select_multiple barrier_hum_aid,barrier_hum,What were the main concerns you had in accessing humanitarian aid in the past 3 months/90 days?,"Maxay  ahayeen darenka ugu muhiimsan ee aad ka heshay hayadaha bini,adamtinimada 3 bilood ee lasoo dhafay ?",TRUE,,,,,,,,,,
457,end_group,,,,,,,,,,,,,,
458,begin_group,Q,Item Repository Check-list,0,,"selected(${consensus},'yes')",field-list,,,,,,,,
459,note,household_own_items_note,Does your household own the following items?,Qoyskaagu ma leeyahay agabka soosocda ?,,,,,,,,,,,
460,select_one yes_no,sleeping_mats,Sleeping mats,waxa lagu seexdo sida sijaayado,TRUE,,,,,,,,,,
461,select_one yes_no,blankets,Blankets for adults and/or children,Bustayaal  dadka waa wayn iyo caruurta ,TRUE,,,,,,,,,,
462,select_one yes_no,mosquito_nets,Mosquito nets,Mara  kaneeco ,TRUE,,,,,,,,,,
463,select_one yes_no,jer_water_tanks,Jerry cans or water tanks,jeerigano ama haamaha biyaha lagu shubto ,TRUE,,,,,,,,,,
464,select_one yes_no,kitchen_kettle,"Kitchen set (pots, pans, cutlery, kettle)","qalabka jikada  sida mindi, malgacad, ibriiq, borjikada.  ",TRUE,,,,,,,,,,
465,select_one yes_no,light,Solar lamp or any internal source of lighting,laydh ka soolarka ama ilkale oo laydh ah ,TRUE,,,,,,,,,,
466,select_one yes_no,clothes,"Clothing articles (shirt, pants, dress, warm clothes, footwear)","Dharka la xidho ( shirt, surweelo, dharka, dhardiiran iyo kabo)",TRUE,,,,,,,,,,
467,select_one yes_no,Toileteries,"Toiletries (toothbrush, toothpaste, soap, shampoo)","Agabka nadafada ( caday, dawada ilkaha, sabuunta iyo shambada )",TRUE,,,,,,,,,,
468,select_one yes_no,sana_diapers,Menstrual materials and/or diapers,qalabka caadada ,TRUE,,,,,,,,,,
469,select_one yes_no,cooking_stove,Cooking stove,Shoolad /kariyaha cunta ,TRUE,,,,,,,,,,
470,select_one yes_no,fuel_generator,Fuel and generator,shidaal iyo matoor ,TRUE,,,,,,,,,,
471,select_one yes_no,locks_doors,Locks on doors,qufulada albaabbada ,TRUE,,,,,,,,,,
472,select_one yes_no,phone_radio,Phone and/or Radio,talefoono iyo raadiye ,TRUE,,,,,,,,,,
473,select_one yes_no,cleaning_equi,"Cleaning equipment (broom, mop, bucket)",qabalabka wax lagu nadiifiyo sida iskoobe iyo sakeel),TRUE,,,,,,,,,,
474,select_one yes_no,waste_bin,Waste-bin,Meel qashinka lagurido ,TRUE,,,,,,,,,,
475,select_one yes_no,houtehold_etc,"Household tools (hammer, nails, rope, etc.)","qalabka qoyska ( dube, cidi jar, xarig IWM)",TRUE,,,,,,,,,,
476,select_one yes_no,school_stationery,"School supplies, stationery",Agabka waxbarashada ,TRUE,,,,,,,,,,
477,select_one yes_no,children_toys,Children’s toys,Agabka caruurtu ku ciyarto ,TRUE,,,,,,,,,,
478,select_one yes_no,furniture_stools,"Furniture (bed, tables, chairs, stools)","Agabka guriga ( sarirta, misaska, kurasta iyo gambarada)",TRUE,,,,,,,,,,
479,select_one yes_no,storage_space,Storage space,meel kayd ah ,TRUE,,,,,,,,,,
480,select_one yes_no,fan, Fan and/or air-conditioning,Marawaxad iyo qaboojiyaha ,TRUE,,,,,,,,,,
481,select_one yes_no,refrigerator,Refrigerator,Talaajad,TRUE,,,,,,,,,,
482,select_one yes_no,trasport,"Transport (car, motorbike, moped, bicycle)","gadiid ( gaari, mooto. Iyo baaskiil)",TRUE,,,,,,,,,,
483,end_group,,,,,,,,,,,,,,
484,begin_group,M,End of interview,dhamadka waraysiga ,,,,,,,,,,,
,select_one yes_no,resp_contact_details,Are you able to provide us your contact details so as to contact you if you we would require further clarification on some of your answers? Please note that we will not share your contact information to anyone else.,Ma noo sheegi kartaa telefoonkaaga iyo magacaaga si aan kugula soo xiriirno haddii aan u baahano inaan faahfaahin dheeri ah kaa weydiino jawaabaha aad ka bixisay su'aalaha qaarkood. Fadlan ogow inaan qof kale la siin doonin telefoonkaaga iyo magacaaga ,TRUE,,,,,,,,,,
,text,resp_name,What is the full name of the respondent?,Sheeg magaca buuxa ee qofka kuu jawaabaya?,TRUE,"selected(${resp_contact_details},'yes')",,,,,,,,,
,text,resp_contact_numb,What is your primary phone number?,Sheeg telefoonka qofka kuu jawaabaya? Telefoonka uu qofka mar walba isticmaalo.,TRUE,"selected(${resp_contact_details},'yes')",numbers,"regex(., '^[0]{1}[0-9]{9}$')",Shoud be 10 digits and starts with 0,,,,,,
485,note,end_note,We have reached the end of the interview. Thank you for taking the time to talk to us today.,waxaan soo gaarnay dhamaadkii waraysiga. Waa ku mahadsantahay waqtiga aad nasiisay manta,,"selected(${consensus},'yes')",,,,,,,,,
486,note,declined_consent,Thank you for taking the time to talk to us today.,waa ku mahadsantahay waqtiga aad nasiisay manta ,,"selected(${consensus},'no')",,,,,,,,,
487,geopoint,gps,Please take the GPS coordinates of your location with an accuracy of up to 10 metres,"fadlan qaad GPS goobta aad wareysiga ku qaatay, ku xadid cabirka in ka yar 10 mitir ?",TRUE,,,,,,,,,,
488,end_group,,,,,,,,,,,,,,
